分类,测试类型,标准问题,测试问题,关键词,是否成功,ID匹配,关键词匹配,关键词命中率,最高相似度,匹配问题1,匹配问题2,答案摘要
保障范围,标准问题,去年投保了，今年投保，去年确认恶性肿瘤，算既往症吗？,去年投保了，今年投保，去年确认恶性肿瘤，算既往症吗？,"既往症,老毛病,恶性肿瘤",成功,是,是,67%,0.913,去年投保了，今年投保，去年确认恶性肿瘤，算既往症吗？,怎么判断既往症？,您好，连续参保情况下，如果您是产品生效期间确诊产品的既往症病种，也是属于非既往症，建议您连续参保 关
保障范围,标准问题,如何申请特药理赔？,如何申请特药理赔？,"特药理赔,特效药,靶向药",失败,否,否,33%,0.849,特药理赔怎么申请？,如何申请特药理赔？,您好，特药理赔申请路径：1.【南京宁惠保】公众号：理赔服务—理赔申请—特药理赔；2.【我的南京】AP
保障范围,标准问题,狂犬疫苗费用是否可以报销,狂犬疫苗费用是否可以报销,"狂犬疫苗,报销,理赔范围",成功,是,是,100%,0.809,狂犬疫苗费用是否可以报销,脑梗、脑出血可以报销吗？,狂犬疫苗费用不在宁惠保理赔范围内。宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算后
保障范围,标准问题,急诊费用是否可以报销？,急诊费用是否可以报销？,"急诊报销,门诊费用,理赔范围",成功,是,是,67%,0.831,急诊费用是否可以报销？,你好我想问下门诊双通道现在也可以报销吗,急诊费用不在保障范围内，宁惠保理赔范围包括住院、门特及门诊大病类型的门诊费用，经医保结算后剩余费用按
保障范围,标准问题,那之前门诊拍片子之类的算么？,那之前门诊拍片子之类的算么？,"门诊,免赔额,报销",成功,是,是,67%,0.804,那之前门诊拍片子之类的算么？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,26年：免赔额是年度内累计的（基础版99）①责任一：(住院/门特/门诊大病+住院期间经医保结算的双通
保障范围,标准问题,中草药费用报销吗？,中草药费用报销吗？,"中草药,费用,报销",成功,是,是,100%,0.812,中草药费用报销吗？,进口药、自费药可以报销吗,您好，不符合当地医保范围的中草药类费用是不报销的，一般指营养滋补作用的单方、复方中药或中成药品，包括
保障范围,标准问题,哪些疾病可以理赔？,哪些疾病可以理赔？,"理赔,疾病,报销",成功,是,是,67%,0.830,哪些疾病可以理赔？,门诊日间手术可以理赔吗？有哪些病种？,具体可理赔的疾病范围请参考保险条款中的疾病保障内容，建议您仔细阅读相关保险合同或咨询保险公司获取详细
保障范围,标准问题,本产品既往症具体有哪些？,本产品既往症具体有哪些？,"既往症有哪些,老毛病范围,已有疾病",成功,是,否,0%,0.685,本产品既往症具体有哪些？,对于既往症是什么政策啊,您好，本产品约定6种重大疾病为：
①恶性肿瘤；
②肾功能不全；
③肝硬化、肝功能不全；
④缺血性心脏
保障范围,标准问题,住院报销需要哪些材料？,住院报销需要哪些材料？,"住院,报销,材料",成功,是,是,100%,0.869,住院报销需要哪些材料？,住院材料需要哪些？,住院报销所需材料包括：住院发票、出院小结或出院记录、住院费用明细清单（需左上角标注‘南京市’，名称为
保障范围,标准问题,这款产品可以重复报销吗？,这款产品可以重复报销吗？,"重复报销,多份无效,只能买一份",成功,是,是,67%,0.857,这款产品可以重复报销吗？,这款产品可以续保吗？续保规则是什么？,您好，这款产品是不可以重复报销的，同一被保险人在一个参保年度只能购买一份，购买多份无效，请您见谅。 
保障范围,标准问题,宁惠保是否包含意外险,宁惠保是否包含意外险,"意外险,主险,附加险",成功,是,是,100%,0.841,宁惠保是否包含意外险,这款产品是哪个保险公司承保的？,宁惠保主险不包含意外险，但可加购附加险。少儿意外险25元/年，中老年意外险70元/年。已购买主险的用
保障范围,标准问题,宁惠保是否可以报销住院费用？,宁惠保是否可以报销住院费用？,宁惠保住院报销,成功,是,否,0%,0.867,宁惠保是否可以报销住院费用？,宁惠保理赔范围包括哪些类型费用？,宁惠保对住院费用的报销需满足免赔额条件。2025年宁惠保设有两个免赔额：责任一（医保目录内个人自付部
保障范围,标准问题,宁惠保理赔中哪些情况符合药房购药的理赔条件？,宁惠保理赔中哪些情况符合药房购药的理赔条件？,"宁惠保,药房购药,理赔条件",成功,是,是,100%,0.875,宁惠保理赔中哪些情况符合药房购药的理赔条件？,如何申请特药理赔？,宁惠保理赔中，符合药房购药理赔条件的情况包括：①在定点药房购药且享受门特/门诊大病待遇的购药行为；②
保障范围,标准问题,宁惠保理赔范围包括哪些类型费用？,宁惠保理赔范围包括哪些类型费用？,"宁惠保,理赔范围,保障内容",成功,是,是,67%,0.868,宁惠保理赔范围包括哪些类型费用？,宁惠保的理赔范围包括哪些类型费用？,宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用达到免赔额的可以申请
保障范围,标准问题,宁惠保理赔范围是什么？,宁惠保理赔范围是什么？,"宁惠保,理赔范围,保障范围",成功,否,是,100%,0.828,宁惠保理赔范围包括哪些类型费用？,宁惠保理赔范围是什么？,宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用达到免赔额的可以申请
保障范围,标准问题,进口药、自费药可以报销吗,进口药、自费药可以报销吗,"进口药,自费药,报销",成功,是,是,100%,0.881,进口药、自费药可以报销吗,请问门诊双通道的药品可以报销吗？,“您好，进口药、自费药在符合规定的情况下是可以报销的。
基础版：住院或门特/门大病使用的医保目录内进
保障范围,标准问题,普通门诊费用是否可以报销？,普通门诊费用是否可以报销？,"普通门诊,门诊费用,能否报销",成功,是,否,33%,0.860,普通门诊费用是否可以报销？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,门诊只保障门诊特殊病和门诊大病，经医保结算后的金额。符合门特/门诊大病的病种，且享受门特/门诊大病的
保障范围,标准问题,脑梗、脑出血可以报销吗？,脑梗、脑出血可以报销吗？,"脑梗,脑出血,住院报销",成功,是,是,67%,0.886,脑梗、脑出血可以报销吗？,住院手术费用是否可以报销,您好，南京宁惠保不限病种，只要是住院期间产生的合理医疗费用，符合保障责任范围的都可以报销。脑梗、脑出
保障范围,标准问题,哪里可以查询医保定点医院？,哪里可以查询医保定点医院？,"医保,定点医院,查询",成功,是,是,100%,0.875,哪里可以查询医保定点医院？,什么是社会保险定点医院？,您好，您通过微信【我】-【支付】-【医疗健康】-【我的】-【国家医保电子凭证】-【医保公共服务查询】
保障范围,标准问题,国外的住院医疗费用本产品可以理赔吗？,国外的住院医疗费用本产品可以理赔吗？,"国外,住院费用,理赔",成功,是,否,33%,0.893,国外的住院医疗费用本产品可以理赔吗？,进口药、自费药可以报销吗,您好，很抱歉，对于被保险人在中华人民共和国领土以外的国家或者地区，以及香港特别行政区、澳门特别行政区
保障范围,标准问题,哪些情况不赔付？除外责任是什么？,哪些情况不赔付？除外责任是什么？,"不赔付,除外责任,免责条款",成功,是,否,33%,0.740,哪些情况不赔付？除外责任是什么？,这款产品免除责任内容在哪里查看？,您好，不赔付的情况在【保险条款】-免除责任里有详细说明。您可以关注【南京宁惠保】微信公众号，在参保页
保障范围,标准问题,住院手术费用是否可以报销,住院手术费用是否可以报销,"住院手术,门诊大病,门特",成功,是,是,67%,0.841,住院手术费用是否可以报销,手术费用是否可以理赔,宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用按不同责任理赔，超过
保障范围,标准问题,住院费用是否可以报销？如何申请？,住院费用是否可以报销？如何申请？,"住院费用,是否可以报销,理赔流程",成功,是,是,67%,0.840,住院费用是否可以报销？如何申请？,住院手术费用是否可以报销,可以申请理赔。理赔流程为：1.通过『我的南京』APP-我的-南京宁惠保，或2.南京宁惠保微信公众号，
保障范围,标准问题,基因检测费用是否可以报销？,基因检测费用是否可以报销？,"基因检测,费用报销,住院清单",成功,是,否,0%,0.828,基因检测费用是否可以报销？,门诊检查费用是否可以报销？,在住院费用清单内的可以报销，不在住院费用清单内的不报销。宁惠保理赔范围包括住院和门特、门诊大病类型的
